,D,Fdn,Fndyn,Gew,L0,Lndyn,Mat,PG,R,S,d,n,name,prices,shdyn
260,0.00625,Rattachés et meulés,22.146,0.72,0.031,0.0144,EN 10270-3-1.4310,H,1334.0,0.003559,0.00075,8.5,vd-117h-41,"{1: 2.79, 450: 0.23, 37: 0.67, 17: 1.0, 7: 1.93, 250: 0.31, 75: 0.5, 125: 0.4, 350: 0.27, 175: 0.36}",0.00394
261,0.018,Rattachés et meulés,333.428,23.6972,0.0414,0.02631,EN 10270-3-1.4310,O,22096.0,0.006982,0.003,5.5,vd-288z-51,"{1: 3.16, 37: 1.16, 17: 1.42, 7: 2.67, 250: 0.64, 75: 1.03, 125: 0.75, 175: 0.7}",0.00528
262,0.0070999999999999995,Rattachés et meulés,31.183,2.4116,0.057,0.02444,EN 10270-1,D,958.0,0.002877,0.0009,19.5,d-143m,"{1: 2.65, 450: 0.11, 37: 0.47, 17: 0.74, 7: 1.6, 250: 0.16, 75: 0.31, 125: 0.24, 350: 0.12, 175: 0.19}",0.016730000000000002
263,0.032,Rattachés et meulés,693.129,382.2753,0.23,0.14974,EN 10270-1,AH,8636.0,0.01,0.005,22.5,d-359a,"{1: 11.7, 75: 2.07, 3: 5.94, 37: 2.16, 17: 2.61, 250: 1.92, 7: 4.12, 125: 2.01, 350: 1.86, 175: 1.98}",0.06147
264,0.00825,Rattachés et meulés,79.729,2.6399,0.034,0.018699999999999998,EN 10270-1,H,5211.0,0.003853,0.00125,8.5,d-195a-20,"{1: 2.79, 450: 0.23, 37: 0.67, 17: 1.0, 7: 1.93, 250: 0.31, 75: 0.5, 125: 0.4, 350: 0.27, 175: 0.36}",0.0056
265,0.02,Rattachés et meulés,104.316,38.2275,0.2,0.06588,EN 10270-3-1.4310,N,778.0,0.0088,0.002,22.5,vd-244a,"{1: 3.1, 37: 1.09, 17: 1.36, 7: 2.6, 250: 0.54, 75: 0.93, 125: 0.65, 350: 0.52, 175: 0.59}",0.053009999999999995
266,0.017,Rattachés et meulés,815.316,55.703,0.065,0.0498,EN 10270-3-1.4310,AG,53639.0,0.007176,0.004,8.5,vd-339a-04,"{1: 11.4, 75: 1.93, 3: 5.61, 37: 2.03, 17: 2.4, 250: 1.79, 7: 3.82, 125: 1.86, 350: 1.73, 175: 1.83}",0.0026
267,0.0125,Rattachés et meulés,50.006,5.5235,0.0905,0.033350000000000005,EN 10270-3-1.4310,J,875.0,0.00714,0.00125,12.5,vd-189,"{1: 2.82, 450: 0.28, 37: 0.77, 17: 1.03, 7: 2.1, 250: 0.32, 75: 0.62, 125: 0.43, 350: 0.31, 175: 0.37}",0.0149
268,0.002,Rattachés,2.214,0.0183,0.0055,0.00265,EN 10270-3-1.4310,D,777.0,0.000886,0.00025,5.5,vd-023a,"{1: 2.65, 450: 0.11, 37: 0.47, 17: 0.74, 7: 1.6, 250: 0.16, 75: 0.31, 125: 0.24, 350: 0.12, 175: 0.19}",0.00101
269,0.0064,Rattachés et meulés,5.088,0.9212,0.0355,0.01681,EN 10270-1,C,272.0,0.0018859999999999999,0.0006,18.5,d-090u-24,"{1: 2.63, 450: 0.08, 37: 0.43, 17: 0.7, 7: 1.57, 250: 0.13, 75: 0.25, 125: 0.19, 350: 0.1, 175: 0.14}",0.018690000000000002
270,0.0072,Rattachés et meulés,20.496,0.6741,0.0192,0.00746,EN 10270-3-1.4310,G,1746.0,0.0033450000000000003,0.0008,5.5,vd-127e-02,"{1: 2.74, 450: 0.21, 37: 0.6, 17: 0.93, 7: 1.86, 250: 0.28, 75: 0.46, 125: 0.36, 350: 0.24, 175: 0.32}",0.00414
271,0.0016,Rattachés,2.61,0.0146,0.0043,0.0025800000000000003,EN 10270-3-1.4310,D,1517.0,0.0006680000000000001,0.00025,5.5,vd-026h,"{1: 2.65, 450: 0.11, 37: 0.47, 17: 0.74, 7: 1.6, 250: 0.16, 75: 0.31, 125: 0.24, 350: 0.12, 175: 0.19}",0.00064
272,0.0095,Rattachés et meulés,82.964,10.2139,0.081,0.04487,EN 10270-3-1.4310,K,2296.0,0.003533,0.0015,22.5,vd-207kf,"{1: 2.88, 450: 0.31, 37: 0.82, 17: 1.09, 7: 2.18, 250: 0.36, 75: 0.67, 125: 0.44, 350: 0.33, 175: 0.39}",0.017839999999999998
273,0.0205,Rattachés et meulés,32.477,6.7471,0.0507,0.015960000000000002,EN 10270-3-1.4310,K,935.0,0.008945,0.0015,5.5,vd-207jr,"{1: 2.88, 450: 0.31, 37: 0.82, 17: 1.09, 7: 2.18, 250: 0.36, 75: 0.67, 125: 0.44, 350: 0.33, 175: 0.39}",0.02038
274,0.05,Rattachés et meulés,1670.941,468.0922,0.098,0.07047,EN 10270-1,AK,60695.0,0.016364,0.008,5.5,d-405a,"{1: 12.2, 75: 2.58, 3: 6.39, 37: 2.64, 17: 3.24, 250: 2.4, 7: 4.67, 125: 2.51, 350: 2.32, 175: 2.47}",0.02066
275,0.063,Rattachés et meulés,3578.615,1290.1792,0.2,0.12534,EN 10270-1,AW,47932.0,0.022353,0.01,8.5,d-432,"{1: 15.2, 75: 5.57, 3: 9.31, 37: 5.68, 17: 6.52, 250: 4.99, 7: 7.81, 125: 5.46, 350: 4.9, 175: 5.31}",0.02946
276,0.072,Rattachés et meulés,520.922,585.2253,0.21,0.0901,EN 10270-3-1.4310,AQ,4345.0,0.023965,0.0063,8.5,vd-369e,"{1: 13.5, 75: 3.9, 3: 7.91, 37: 3.99, 17: 4.69, 250: 3.65, 7: 6.18, 125: 3.82, 350: 3.42, 175: 3.72}",0.0792
277,0.007,Rattachés et meulés,40.786,1.4335,0.0263,0.01271,EN 10270-3-1.4310,G,3001.0,0.002976,0.001,8.5,vd-166k,"{1: 2.74, 450: 0.21, 37: 0.6, 17: 0.93, 7: 1.86, 250: 0.28, 75: 0.46, 125: 0.36, 350: 0.24, 175: 0.32}",0.00444
278,0.0033,Rattachés et meulés,7.87,0.0885,0.005,0.00319,EN 10270-3-1.4310,F,4348.0,0.001286,0.0005,3.5,vd-080e,"{1: 2.7, 450: 0.19, 37: 0.55, 17: 0.89, 7: 1.73, 250: 0.28, 75: 0.42, 125: 0.34, 350: 0.24, 175: 0.32}",0.00113
279,0.0175,Rattachés et meulés,241.221,22.3989,0.065,0.032850000000000004,EN 10270-3-1.4310,L,7503.0,0.007353,0.0025,8.5,vd-278b-10,"{1: 2.96, 450: 0.36, 37: 0.93, 17: 1.23, 7: 2.31, 250: 0.43, 75: 0.82, 125: 0.51, 350: 0.4, 175: 0.48}",0.0083
280,0.0032,Rattachés et meulés,18.841,0.2601,0.011,0.007730000000000001,EN 10270-1,B,5762.0,0.00122,0.00063,8.5,d-113,"{1: 2.58, 450: 0.06, 37: 0.38, 17: 0.66, 7: 1.54, 250: 0.08, 75: 0.18, 125: 0.14, 350: 0.06, 175: 0.11}",0.00159
281,0.0048,Rattachés et meulés,79.095,1.5503,0.0205,0.01592,EN 10270-3-1.4310,H,17270.0,0.002032,0.0012,9.5,vd-180x,"{1: 2.79, 450: 0.23, 37: 0.67, 17: 1.0, 7: 1.93, 250: 0.31, 75: 0.5, 125: 0.4, 350: 0.27, 175: 0.36}",0.0022
282,0.0063,Rattachés et meulés,35.126,2.5189,0.0435,0.02493,EN 10270-3-1.4310,H,1892.0,0.002297,0.001,18.5,vd-171,"{1: 2.79, 450: 0.23, 37: 0.67, 17: 1.0, 7: 1.93, 250: 0.31, 75: 0.5, 125: 0.4, 350: 0.27, 175: 0.36}",0.010230000000000001
283,0.004,Rattachés,5.483,0.181,0.0251,0.00828,EN 10270-1,B,326.0,0.001928,0.0004,12.5,d-051b,"{1: 2.58, 450: 0.06, 37: 0.38, 17: 0.66, 7: 1.54, 250: 0.08, 75: 0.18, 125: 0.14, 350: 0.06, 175: 0.11}",0.00538
284,0.0154,Rattachés et meulés,92.399,5.7669,0.0433,0.0155,EN 10270-1,G,3324.0,0.007582,0.0016,5.5,d-217c,"{1: 2.74, 450: 0.21, 37: 0.6, 17: 0.93, 7: 1.86, 250: 0.28, 75: 0.46, 125: 0.36, 350: 0.24, 175: 0.32}",0.01014
285,0.02,Rattachés et meulés,335.281,29.9579,0.042,0.02819,EN 10270-1,L,24278.0,0.007055,0.0032,5.5,d-304a,"{1: 2.96, 450: 0.36, 37: 0.93, 17: 1.23, 7: 2.31, 250: 0.43, 75: 0.82, 125: 0.51, 350: 0.4, 175: 0.48}",0.00949
286,0.0214,Rattachés et meulés,477.348,37.8649,0.043,0.02933,EN 10270-1,AA,34919.0,0.00788,0.0036,5.0,d-313k-01,"{1: 10.4, 75: 1.19, 3: 4.62, 37: 1.22, 17: 1.47, 250: 1.06, 7: 2.72, 125: 1.14, 350: 1.02, 175: 1.12}",0.00805
287,0.0012,Rattachés,0.243,0.0018,0.0038,0.00116,EN 10270-3-1.4310,E,92.0,0.0006450000000000001,0.0001,5.5,vd-2001,"{1: 2.68, 450: 0.16, 37: 0.52, 17: 0.83, 7: 1.64, 250: 0.24, 75: 0.36, 125: 0.31, 350: 0.22, 175: 0.27}",0.00099
288,0.0063,Rattachés et meulés,10.941,0.5121,0.0255,0.00863,EN 10270-3-1.4310,F,649.0,0.002926,0.00063,8.5,vd-098,"{1: 2.7, 450: 0.19, 37: 0.55, 17: 0.89, 7: 1.73, 250: 0.28, 75: 0.42, 125: 0.34, 350: 0.24, 175: 0.32}",0.006860000000000001
289,0.05,Rattachés et meulés,340.838,117.0231,0.15,0.04539,EN 10270-3-1.4310,AE,3258.0,0.026545000000000003,0.004,5.5,vd-315,"{1: 11.1, 75: 1.8, 3: 5.46, 37: 1.86, 17: 2.25, 250: 1.65, 7: 3.49, 125: 1.74, 350: 1.6, 175: 1.7}",0.019
290,0.0155,Rattachés et meulés,76.739,23.6179,0.045,0.03746,EN 10270-1,H,10178.0,0.004048,0.0025,10.5,d-283a-05,"{1: 2.79, 450: 0.23, 37: 0.67, 17: 1.0, 7: 1.93, 250: 0.31, 75: 0.5, 125: 0.4, 350: 0.27, 175: 0.36}",0.00754
291,0.010199999999999999,Rattachés et meulés,162.891,4.8342,0.0246,0.015710000000000002,EN 10270-1,F,18323.0,0.004144999999999999,0.0018,5.5,d-233b,"{1: 2.7, 450: 0.19, 37: 0.55, 17: 0.89, 7: 1.73, 250: 0.28, 75: 0.42, 125: 0.34, 350: 0.24, 175: 0.32}",0.00401
292,0.02,Rattachés et meulés,3.603,2.9256,0.0314,0.01328,EN 10270-3-1.4310,H,199.0,0.005527,0.001,5.5,vd-145dg,"{1: 2.79, 450: 0.23, 37: 0.67, 17: 1.0, 7: 1.93, 250: 0.31, 75: 0.5, 125: 0.4, 350: 0.27, 175: 0.36}",0.01812
293,0.0124,Rattachés et meulés,389.052,27.3088,0.051,0.04205,EN 10270-3-1.4310,Q,43470.0,0.004913,0.0031,9.75,vd-288z-06,"{1: 3.31, 37: 1.39, 17: 1.75, 7: 2.84, 75: 1.29, 125: 0.98, 175: 0.92}",0.00474
294,0.123,Rattachés et meulés,"
",7081.7675,0.9,"
",EN 10270-1,BG,6136.0,0.048,0.012,18.5,d-526,"{1: 48.0, 75: 28.7, 3: 39.1, 37: 29.6, 17: 32.0, 250: 26.8, 7: 35.1, 125: 28.1, 350: 26.1, 175: 27.1}","
"
295,0.0025,Rattachés,1.79,0.0442,0.0154,0.00517,EN 10270-3-1.4310,D,175.0,0.0011819999999999999,0.00025,12.5,vd-020,"{1: 2.65, 450: 0.11, 37: 0.47, 17: 0.74, 7: 1.6, 250: 0.16, 75: 0.31, 125: 0.24, 350: 0.12, 175: 0.19}",0.00381
296,0.0103,Rattachés et meulés,117.087,16.0712,0.064,0.047549999999999995,EN 10270-3-1.4310,L,7118.0,0.003444,0.002,18.0,vd-257e-07,"{1: 2.96, 450: 0.36, 37: 0.93, 17: 1.23, 7: 2.31, 250: 0.43, 75: 0.82, 125: 0.51, 350: 0.4, 175: 0.48}",0.01166
297,0.001,Rattachés,1.24,0.0027,0.0019,0.00125,EN 10270-1,C,1908.0,0.000429,0.00016,3.5,d-2066,"{1: 2.63, 450: 0.08, 37: 0.43, 17: 0.7, 7: 1.57, 250: 0.13, 75: 0.25, 125: 0.19, 350: 0.1, 175: 0.14}",0.00023
298,0.0332,Rattachés et meulés,1290.774,234.1654,0.127,0.08526,EN 10270-3-1.4310,AK,30924.0,0.013851,0.0058,8.75,vd-364r-08,"{1: 12.2, 75: 2.58, 3: 6.39, 37: 2.64, 17: 3.24, 250: 2.4, 7: 4.67, 125: 2.51, 350: 2.32, 175: 2.47}",0.00784
299,0.0025,Rattachés,5.58,0.0429,0.0043,0.00313,EN 10270-1,B,4769.0,0.0009429999999999999,0.0004,3.5,d-059,"{1: 2.58, 450: 0.06, 37: 0.38, 17: 0.66, 7: 1.54, 250: 0.08, 75: 0.18, 125: 0.14, 350: 0.06, 175: 0.11}",0.00073
300,0.04,Rattachés et meulés,223.473,83.8821,0.19,0.0575,EN 10270-3-1.4310,R,1687.0,0.021976,0.0032,8.5,vd-291,"{1: 3.38, 37: 1.47, 17: 1.9, 7: 2.92, 75: 1.39, 125: 1.09, 175: 0.99}",0.030940000000000002
301,0.008,Rattachés et meulés,6.886,0.2145,0.023399999999999997,0.004019999999999999,EN 10270-1,B,355.0,0.006543,0.0005,3.5,d-063j,"{1: 2.58, 450: 0.06, 37: 0.38, 17: 0.66, 7: 1.54, 250: 0.08, 75: 0.18, 125: 0.14, 350: 0.06, 175: 0.11}",0.0039
302,0.0125,Rattachés et meulés,64.363,3.4327,0.017,0.01041,EN 10270-1,F,9767.0,0.0044,0.0016,3.5,d-217g,"{1: 2.7, 450: 0.19, 37: 0.55, 17: 0.89, 7: 1.73, 250: 0.28, 75: 0.42, 125: 0.34, 350: 0.24, 175: 0.32}",0.006019999999999999
303,0.032600000000000004,Rattachés et meulés,5.149,10.5928,0.054,0.02437,EN 10270-1,F,174.0,0.008092,0.0014,6.5,d-206a-20,"{1: 2.7, 450: 0.19, 37: 0.55, 17: 0.89, 7: 1.73, 250: 0.28, 75: 0.42, 125: 0.34, 350: 0.24, 175: 0.32}",0.026629999999999997
304,0.07,Rattachés et meulés,429.842,529.0417,0.43,0.1174,EN 10270-1,AK,1375.0,0.031481,0.005,13.5,d-339z-04,"{1: 12.2, 75: 2.58, 3: 6.39, 37: 2.64, 17: 3.24, 250: 2.4, 7: 4.67, 125: 2.51, 350: 2.32, 175: 2.47}",0.17541
305,0.0016,Rattachés,0.878,0.0164,0.0146,0.00463,EN 10270-1,C,88.0,0.000768,0.00016,18.5,d-2060,"{1: 2.63, 450: 0.08, 37: 0.43, 17: 0.7, 7: 1.57, 250: 0.13, 75: 0.25, 125: 0.19, 350: 0.1, 175: 0.14}",0.00318
306,0.0634,Rattachés et meulés,238.017,562.2811,0.2,0.11189,EN 10270-3-1.4310,AN,2701.0,0.015552,0.0056,12.5,vd-364r-33,"{1: 12.9, 75: 3.27, 3: 7.15, 37: 3.36, 17: 3.92, 250: 3.04, 7: 5.39, 125: 3.21, 350: 2.96, 175: 3.13}",0.08811
307,0.002,Rattachés,3.899,0.022,0.0037,0.0025099999999999996,EN 10270-3-1.4310,D,3277.0,0.000829,0.00032,3.5,vd-042b,"{1: 2.65, 450: 0.11, 37: 0.47, 17: 0.74, 7: 1.6, 250: 0.16, 75: 0.31, 125: 0.24, 350: 0.12, 175: 0.19}",0.0005600000000000001
308,0.0136,Rattachés et meulés,62.348,2.8594,0.0258,0.009470000000000001,EN 10270-3-1.4310,J,3818.0,0.006971,0.0014,3.5,vd-206e,"{1: 2.82, 450: 0.28, 37: 0.77, 17: 1.03, 7: 2.1, 250: 0.32, 75: 0.62, 125: 0.43, 350: 0.31, 175: 0.37}",0.00495
309,0.0545,Rattachés et meulés,791.848,562.7042,0.341,0.12787,EN 10270-1,AM,3715.0,0.021645,0.0055,15.5,d-364j,"{1: 12.6, 75: 3.06, 3: 6.96, 37: 3.13, 17: 3.68, 250: 2.83, 7: 5.15, 125: 2.99, 350: 2.77, 175: 2.93}",0.09375
310,0.0025,Rattachés,1.074,0.04,0.0253,0.00626,EN 10270-1,A,56.0,0.001341,0.0002,18.5,d-006,"{1: 2.52, 450: 0.05, 37: 0.33, 17: 0.62, 7: 1.5, 250: 0.08, 75: 0.17, 125: 0.13, 350: 0.06, 175: 0.1}",0.00674
311,0.1,Rattachés et meulés,2454.261,1462.7882,0.23,0.0975,EN 10270-1,AX,18523.0,0.04,0.01,5.5,d-421,"{1: 15.7, 75: 5.84, 3: 10.0, 37: 5.99, 17: 6.93, 250: 5.48, 7: 8.39, 125: 5.76, 350: 5.18, 175: 5.59}",0.05141
312,0.005,Rattachés et meulés,8.566,0.2804,0.027100000000000003,0.0085,EN 10270-3-1.4310,F,461.0,0.0028,0.0005,9.5,vd-072a,"{1: 2.7, 450: 0.19, 37: 0.55, 17: 0.89, 7: 1.73, 250: 0.28, 75: 0.42, 125: 0.34, 350: 0.24, 175: 0.32}",0.00428
313,0.0012,Rattachés,2.009,0.0098,0.0046,0.00279,EN 10270-1,C,1110.0,0.000482,0.0002,8.5,d-011o,"{1: 2.63, 450: 0.08, 37: 0.43, 17: 0.7, 7: 1.57, 250: 0.13, 75: 0.25, 125: 0.19, 350: 0.1, 175: 0.14}",0.00063
314,0.0056,Rattachés,4.023,0.1311,0.0198,0.004900000000000001,EN 10270-1,B,270.0,0.003418,0.0004,5.5,d-042j-02,"{1: 2.58, 450: 0.06, 37: 0.38, 17: 0.66, 7: 1.54, 250: 0.08, 75: 0.18, 125: 0.14, 350: 0.06, 175: 0.11}",0.004860000000000001
315,0.004,Rattachés et meulés,13.457,0.2243,0.02,0.00715,EN 10270-1,B,1047.0,0.002053,0.0005,9.5,d-078a,"{1: 2.58, 450: 0.06, 37: 0.38, 17: 0.66, 7: 1.54, 250: 0.08, 75: 0.18, 125: 0.14, 350: 0.06, 175: 0.11}",0.00221
316,0.0154,Rattachés et meulés,85.087,3.6524,0.022,0.0092,EN 10270-1,G,6647.0,0.007418,0.0016,2.75,d-217a-12,"{1: 2.74, 450: 0.21, 37: 0.6, 17: 0.93, 7: 1.86, 250: 0.28, 75: 0.46, 125: 0.36, 350: 0.24, 175: 0.32}",0.0056
317,0.016800000000000002,Rattachés et meulés,145.604,16.6519,0.057,0.02837,EN 10270-3-1.4310,J,5086.0,0.0064470000000000005,0.0022,8.5,vd-263m-01,"{1: 2.82, 450: 0.28, 37: 0.77, 17: 1.03, 7: 2.1, 250: 0.32, 75: 0.62, 125: 0.43, 350: 0.31, 175: 0.37}",0.013439999999999999
318,0.0032,Rattachés,1.485,0.041,0.0162,0.0040999999999999995,EN 10270-3-1.4310,D,123.0,0.001832,0.00025,8.5,vd-014,"{1: 2.65, 450: 0.11, 37: 0.47, 17: 0.74, 7: 1.6, 250: 0.16, 75: 0.31, 125: 0.24, 350: 0.12, 175: 0.19}",0.00414
319,0.005,Rattachés et meulés,6.711,0.7935,0.026,0.016329999999999997,EN 10270-1,C,694.0,0.001371,0.00063,18.5,d-104a,"{1: 2.63, 450: 0.08, 37: 0.43, 17: 0.7, 7: 1.57, 250: 0.13, 75: 0.25, 125: 0.19, 350: 0.1, 175: 0.14}",0.00967
320,0.0365,Rattachés et meulés,1033.539,183.0448,0.102,0.061200000000000004,EN 10270-3-1.4310,AK,25332.0,0.014846,0.0055,6.5,vd-364j-10,"{1: 12.2, 75: 2.58, 3: 6.39, 37: 2.64, 17: 3.24, 250: 2.4, 7: 4.67, 125: 2.51, 350: 2.32, 175: 2.47}",0.00734
321,0.0044,Rattachés,0.219,0.0295,0.0044,0.00249,EN 10270-3-1.4310,D,115.0,0.0010789999999999999,0.00025,3.5,vd-011w,"{1: 2.65, 450: 0.11, 37: 0.47, 17: 0.74, 7: 1.6, 250: 0.16, 75: 0.31, 125: 0.24, 350: 0.12, 175: 0.19}",0.00191
322,0.0046,Rattachés,4.029,0.1507,0.0212,0.00632,EN 10270-3-1.4310,F,271.0,0.002376,0.0004,8.5,vd-047e,"{1: 2.7, 450: 0.19, 37: 0.55, 17: 0.89, 7: 1.73, 250: 0.28, 75: 0.42, 125: 0.34, 350: 0.24, 175: 0.32}",0.00562
323,0.003,Rattachés et meulés,13.073,0.1097,0.008400000000000001,0.004849999999999999,EN 10270-3-1.4310,F,3683.0,0.001436,0.0005,5.5,vd-085c,"{1: 2.7, 450: 0.19, 37: 0.55, 17: 0.89, 7: 1.73, 250: 0.28, 75: 0.42, 125: 0.34, 350: 0.24, 175: 0.32}",0.00082
324,0.025,Rattachés et meulés,338.933,72.3983,0.135,0.06285,EN 10270-3-1.4310,Q,4698.0,0.010544000000000001,0.0032,12.5,vd-302,"{1: 3.31, 37: 1.39, 17: 1.75, 7: 2.84, 75: 1.29, 125: 0.98, 175: 0.92}",0.01671
325,0.0016,Rattachés,0.324,0.0092,0.0174,0.0038599999999999997,EN 10270-3-1.4310,E,24.0,0.000924,0.00011999999999999999,18.5,vd-2029,"{1: 2.68, 450: 0.16, 37: 0.52, 17: 0.83, 7: 1.64, 250: 0.24, 75: 0.36, 125: 0.31, 350: 0.22, 175: 0.27}",0.004860000000000001
326,0.023,Rattachés et meulés,90.55,18.8407,0.0955,0.02861,EN 10270-3-1.4310,L,1354.0,0.011,0.002,8.5,vd-239a-04,"{1: 2.96, 450: 0.36, 37: 0.93, 17: 1.23, 7: 2.31, 250: 0.43, 75: 0.82, 125: 0.51, 350: 0.4, 175: 0.48}",0.027620000000000002
327,0.0085,Rattachés et meulés,95.836,7.6467,0.0615,0.03692,EN 10270-3-1.4310,K,3899.0,0.003243,0.0015,18.5,vd-207kn,"{1: 2.88, 450: 0.31, 37: 0.82, 17: 1.09, 7: 2.18, 250: 0.36, 75: 0.67, 125: 0.44, 350: 0.33, 175: 0.39}",0.01058
328,0.028,Rattachés et meulés,66.043,9.2838,0.0345,0.0112,EN 10270-3-1.4310,J,2834.0,0.014667,0.002,2.25,vd-234k-01,"{1: 2.82, 450: 0.28, 37: 0.77, 17: 1.03, 7: 2.1, 250: 0.32, 75: 0.62, 125: 0.43, 350: 0.31, 175: 0.37}",0.0135
329,0.066,Rattachés et meulés,307.159,154.4704,0.233,0.046770000000000006,EN 10270-1,AF,1649.0,0.041636,0.004,5.5,d-313t,"{1: 11.3, 75: 1.86, 3: 5.54, 37: 1.93, 17: 2.31, 250: 1.72, 7: 3.57, 125: 1.81, 350: 1.67, 175: 1.78}",0.06931999999999999
330,0.02,Rattachés et meulés,140.263,37.7887,0.093,0.04868,EN 10270-3-1.4310,M,3165.0,0.006704,0.0025,13.5,vd-276a,"{1: 3.02, 450: 0.43, 37: 1.0, 17: 1.28, 7: 2.52, 250: 0.5, 75: 0.86, 125: 0.57, 350: 0.46, 175: 0.54}",0.03024
331,0.05,Rattachés et meulés,627.5,134.0889,0.085,0.0348,EN 10270-3-1.4310,AF,12500.0,0.022857,0.005,3.5,vd-345,"{1: 11.3, 75: 1.86, 3: 5.54, 37: 1.93, 17: 2.31, 250: 1.72, 7: 3.57, 125: 1.81, 350: 1.67, 175: 1.78}",0.00902
332,0.01,Rattachés et meulés,206.216,15.9932,0.0795,0.05225,EN 10270-3-1.4310,L,7568.0,0.004189,0.002,18.5,vd-262,"{1: 2.96, 450: 0.36, 37: 0.93, 17: 1.23, 7: 2.31, 250: 0.43, 75: 0.82, 125: 0.51, 350: 0.4, 175: 0.48}",0.007
333,0.04,Rattachés et meulés,189.844,154.4704,0.042,0.03825,EN 10270-3-1.4310,AE,50625.0,0.010286,0.006,3.5,vd-364r-80,"{1: 11.1, 75: 1.8, 3: 5.46, 37: 1.86, 17: 2.25, 250: 1.65, 7: 3.49, 125: 1.74, 350: 1.6, 175: 1.7}",0.00375
334,0.04,Rattachés et meulés,1884.456,1023.5617,0.248,0.19453,EN 10270-1,AR,35243.0,0.012973,0.008,18.5,d-413a,"{1: 13.8, 75: 4.27, 3: 8.17, 37: 4.34, 17: 5.06, 250: 3.91, 7: 6.45, 125: 4.22, 350: 3.76, 175: 4.11}",0.04324
335,0.034,Rattachés et meulés,19.053,11.1903,0.115,0.022019999999999998,EN 10270-3-1.4310,K,205.0,0.020635999999999998,0.0015,5.5,vd-207jb,"{1: 2.88, 450: 0.31, 37: 0.82, 17: 1.09, 7: 2.18, 250: 0.36, 75: 0.67, 125: 0.44, 350: 0.33, 175: 0.39}",0.05868
336,0.0125,Rattachés et meulés,55.281,3.4327,0.017,0.01041,EN 10270-3-1.4310,J,8389.0,0.0044,0.0016,3.5,vd-217g,"{1: 2.82, 450: 0.28, 37: 0.77, 17: 1.03, 7: 2.1, 250: 0.32, 75: 0.62, 125: 0.43, 350: 0.31, 175: 0.37}",0.00449
337,0.013,Rattachés et meulés,67.526,4.2787,0.032299999999999995,0.01388,EN 10270-3-1.4310,J,3666.0,0.0056,0.0015,5.5,vd-207j-08,"{1: 2.82, 450: 0.28, 37: 0.77, 17: 1.03, 7: 2.1, 250: 0.32, 75: 0.62, 125: 0.43, 350: 0.31, 175: 0.37}",0.00802
338,0.0895,Rattachés et meulés,434.601,924.0738,0.763,0.15984,EN 10270-3-1.4310,AX,721.0,0.048871000000000005,0.0055,15.5,vd-364e,"{1: 15.7, 75: 5.84, 3: 10.0, 37: 5.99, 17: 6.93, 250: 5.48, 7: 8.39, 125: 5.76, 350: 5.18, 175: 5.59}",0.15216
339,0.0535,Rattachés et meulés,384.498,221.8648,0.185,0.06520000000000001,EN 10270-1,AG,3210.0,0.021235,0.0045,8.5,d-339j-23,"{1: 11.4, 75: 1.93, 3: 5.61, 37: 2.03, 17: 2.4, 250: 1.79, 7: 3.82, 125: 1.86, 350: 1.73, 175: 1.83}",0.0765
340,0.005,Rattachés et meulés,8.365,0.1097,0.0075,0.00272,EN 10270-3-1.4310,F,1750.0,0.0028,0.0005,2.5,vd-069a,"{1: 2.7, 450: 0.19, 37: 0.55, 17: 0.89, 7: 1.73, 250: 0.28, 75: 0.42, 125: 0.34, 350: 0.24, 175: 0.32}",0.0012
341,0.01,Rattachés et meulés,19.951,1.5603,0.022,0.01025,EN 10270-1,C,1698.0,0.0035,0.001,6.0,d-151b,"{1: 2.63, 450: 0.08, 37: 0.43, 17: 0.7, 7: 1.57, 250: 0.13, 75: 0.25, 125: 0.19, 350: 0.1, 175: 0.14}",0.011699999999999999
342,0.00063,Rattachés,0.498,0.0025,0.004900000000000001,0.00264,EN 10270-1,D,220.0,0.000251,0.0001,18.5,d-2019,"{1: 2.65, 450: 0.11, 37: 0.47, 17: 0.74, 7: 1.6, 250: 0.16, 75: 0.31, 125: 0.24, 350: 0.12, 175: 0.19}",0.00074
343,0.09,Rattachés et meulés,1125.176,617.8818,0.125,0.0562,EN 10270-1,AM,16354.0,0.033429,0.008,3.5,d-394a,"{1: 12.6, 75: 3.06, 3: 6.96, 37: 3.13, 17: 3.68, 250: 2.83, 7: 5.15, 125: 2.99, 350: 2.77, 175: 2.93}",0.0438
344,0.02,Rattachés et meulés,3.741,4.0958,0.0485,0.01943,EN 10270-3-1.4310,H,129.0,0.005588,0.001,8.5,vd-145dh,"{1: 2.79, 450: 0.23, 37: 0.67, 17: 1.0, 7: 1.93, 250: 0.31, 75: 0.5, 125: 0.4, 350: 0.27, 175: 0.36}",0.02907
345,0.0215,Rattachés et meulés,209.673,19.6562,0.052,0.0232,EN 10270-1,J,7280.0,0.009,0.0025,5.5,d-273a-04,"{1: 2.82, 450: 0.28, 37: 0.77, 17: 1.03, 7: 2.1, 250: 0.32, 75: 0.62, 125: 0.43, 350: 0.31, 175: 0.37}",0.0128
