,D,Fdn,Fndyn,Gew,L0,Lndyn,Mat,PG,R,S,d,n,name,prices,shdyn
3099,0.025,Rattachés et meulés,26.245,15.9078,0.152,0.03628,EN 10270-3-1.4310,L,227.0,0.012039999999999999,0.0015,12.5,vd-207jo,"{1: 2.96, 450: 0.36, 37: 0.93, 17: 1.23, 7: 2.31, 250: 0.43, 75: 0.82, 125: 0.51, 350: 0.4, 175: 0.48}",0.07162
3100,0.0012,Rattachés,0.418,0.0035,0.0052,0.00182,EN 10270-3-1.4310,E,124.0,0.0005759999999999999,0.00011999999999999999,8.5,vd-2032,"{1: 2.68, 450: 0.16, 37: 0.52, 17: 0.83, 7: 1.64, 250: 0.24, 75: 0.36, 125: 0.31, 350: 0.22, 175: 0.27}",0.00122
3101,0.0444,Rattachés et meulés,271.89,134.6758,0.2,0.06092,EN 10270-1,AD,1955.0,0.01964,0.0036,10.0,d-313e-13,"{1: 10.9, 75: 1.66, 3: 5.28, 37: 1.75, 17: 2.1, 250: 1.51, 7: 3.31, 125: 1.59, 350: 1.48, 175: 1.56}",0.07479999999999999
3102,0.016,Rattachés et meulés,140.453,13.1066,0.056,0.026,EN 10270-1,G,4682.0,0.006353,0.002,8.5,d-249a,"{1: 2.74, 450: 0.21, 37: 0.6, 17: 0.93, 7: 1.86, 250: 0.28, 75: 0.46, 125: 0.36, 350: 0.24, 175: 0.32}",0.01528
3103,0.017,Rattachés et meulés,351.574,80.5704,0.15,0.09767,EN 10270-1,M,6718.0,0.00588,0.003,25.0,d-288z-57,"{1: 3.02, 450: 0.43, 37: 1.0, 17: 1.28, 7: 2.52, 250: 0.5, 75: 0.86, 125: 0.57, 350: 0.46, 175: 0.54}",0.03147
3104,0.08,Rattachés et meulés,745.8,1269.5364,0.72,0.2075,EN 10270-3-1.4310,AX,1455.0,0.038578,0.0063,18.5,vd-369,"{1: 15.7, 75: 5.84, 3: 10.0, 37: 5.99, 17: 6.93, 250: 5.48, 7: 8.39, 125: 5.76, 350: 5.18, 175: 5.59}",0.10457
3105,0.0112,Rattachés et meulés,89.653,4.6004,0.019,0.013699999999999999,EN 10270-1,F,16916.0,0.003822,0.0018,4.5,d-233t-14,"{1: 2.7, 450: 0.19, 37: 0.55, 17: 0.89, 7: 1.73, 250: 0.28, 75: 0.42, 125: 0.34, 350: 0.24, 175: 0.32}",0.00525
3106,0.032,Rattachés et meulés,143.445,56.5611,0.245,0.0731,EN 10270-3-1.4310,N,834.0,0.019399999999999997,0.0025,12.5,vd-267,"{1: 3.1, 37: 1.09, 17: 1.36, 7: 2.6, 250: 0.54, 75: 0.93, 125: 0.65, 350: 0.52, 175: 0.59}",0.044289999999999996
3107,0.0032,Rattachés,1.468,0.0293,0.0107,0.00296,EN 10270-3-1.4310,D,190.0,0.001832,0.00025,5.5,vd-013a,"{1: 2.65, 450: 0.11, 37: 0.47, 17: 0.74, 7: 1.6, 250: 0.16, 75: 0.31, 125: 0.24, 350: 0.12, 175: 0.19}",0.0027400000000000002
3108,0.016,Rattachés et meulés,293.233,14.6279,0.041,0.024399999999999998,EN 10270-1,G,17665.0,0.007,0.0025,5.5,d-280,"{1: 2.74, 450: 0.21, 37: 0.6, 17: 0.93, 7: 1.86, 250: 0.28, 75: 0.46, 125: 0.36, 350: 0.24, 175: 0.32}",0.00615
3109,0.0018,Rattachés,10.294,0.0814,0.013,0.00965,EN 10270-3-1.4310,E,3073.0,0.0009599999999999999,0.0004,12.5,vd-063h,"{1: 2.68, 450: 0.16, 37: 0.52, 17: 0.83, 7: 1.64, 250: 0.24, 75: 0.36, 125: 0.31, 350: 0.22, 175: 0.27}",0.00079
3110,0.005,Rattachés,3.835,0.1638,0.0247,0.00651,EN 10270-3-1.4310,E,211.0,0.0027879999999999997,0.0004,8.5,vd-045a,"{1: 2.68, 450: 0.16, 37: 0.52, 17: 0.83, 7: 1.64, 250: 0.24, 75: 0.36, 125: 0.31, 350: 0.22, 175: 0.27}",0.00647
3111,0.0035,Rattachés et meulés,11.584,0.3669,0.031,0.01329,EN 10270-3-1.4310,F,654.0,0.001564,0.0005,19.5,vd-080d,"{1: 2.7, 450: 0.19, 37: 0.55, 17: 0.89, 7: 1.73, 250: 0.28, 75: 0.42, 125: 0.34, 350: 0.24, 175: 0.32}",0.004070000000000001
3112,0.0055,Rattachés et meulés,4.228,0.3889,0.0237,0.009890000000000001,EN 10270-1,B,306.0,0.001856,0.0005,12.5,d-068a-14,"{1: 2.58, 450: 0.06, 37: 0.38, 17: 0.66, 7: 1.54, 250: 0.08, 75: 0.18, 125: 0.14, 350: 0.06, 175: 0.11}",0.01234
3113,0.09,Rattachés et meulés,945.722,842.566,0.185,0.0792,EN 10270-3-1.4310,AU,8939.0,0.032182,0.008,5.5,vd-394b,"{1: 14.6, 75: 5.29, 3: 9.09, 37: 5.41, 17: 6.33, 250: 4.86, 7: 7.44, 125: 5.24, 350: 4.66, 175: 5.06}",0.0439
3114,0.0079,Rattachés et meulés,24.333,1.9576,0.022,0.014039999999999999,EN 10270-3-1.4310,H,3057.0,0.0024590000000000002,0.0011,8.5,vd-180-12,"{1: 2.79, 450: 0.23, 37: 0.67, 17: 1.0, 7: 1.93, 250: 0.31, 75: 0.5, 125: 0.4, 350: 0.27, 175: 0.36}",0.006690000000000001
3115,0.0023,Rattachés et meulés,9.888,0.0841,0.0055,0.00429,EN 10270-3-1.4310,F,8172.000000000001,0.000909,0.0005,5.5,vd-090ac,"{1: 2.7, 450: 0.19, 37: 0.55, 17: 0.89, 7: 1.73, 250: 0.28, 75: 0.42, 125: 0.34, 350: 0.24, 175: 0.32}",0.00082
3116,0.0016,Rattachés,5.83,0.0336,0.0063,0.0044,EN 10270-1,B,3068.0,0.000647,0.00032,8.5,d-042f-03,"{1: 2.58, 450: 0.06, 37: 0.38, 17: 0.66, 7: 1.54, 250: 0.08, 75: 0.18, 125: 0.14, 350: 0.06, 175: 0.11}",0.00068
3117,0.019,Rattachés et meulés,112.816,11.1172,0.045,0.01889,EN 10270-1,G,4321.0,0.007818,0.002,5.5,d-245,"{1: 2.74, 450: 0.21, 37: 0.6, 17: 0.93, 7: 1.86, 250: 0.28, 75: 0.46, 125: 0.36, 350: 0.24, 175: 0.32}",0.014070000000000001
3118,0.002,Rattachés,0.61,0.0145,0.014199999999999999,0.0035600000000000002,EN 10270-3-1.4310,E,57.0,0.0011040000000000002,0.00016,12.5,vd-2054,"{1: 2.68, 450: 0.16, 37: 0.52, 17: 0.83, 7: 1.64, 250: 0.24, 75: 0.36, 125: 0.31, 350: 0.22, 175: 0.27}",0.00287
3119,0.0012,Rattachés,2.955,0.0154,0.0047,0.0034300000000000003,EN 10270-3-1.4310,D,2327.0,0.000479,0.00025,8.5,vd-026o,"{1: 2.65, 450: 0.11, 37: 0.47, 17: 0.74, 7: 1.6, 250: 0.16, 75: 0.31, 125: 0.24, 350: 0.12, 175: 0.19}",0.00058
3120,0.0012,Rattachés,0.486,0.0035,0.0052,0.00182,EN 10270-1,D,144.0,0.0005759999999999999,0.00011999999999999999,8.5,d-2032,"{1: 2.65, 450: 0.11, 37: 0.47, 17: 0.74, 7: 1.6, 250: 0.16, 75: 0.31, 125: 0.24, 350: 0.12, 175: 0.19}",0.00111
3121,0.02,Rattachés et meulés,47.689,3.7447,0.0175,0.0075,EN 10270-1,F,4769.0,0.009086,0.0016,1.75,d-207u,"{1: 2.7, 450: 0.19, 37: 0.55, 17: 0.89, 7: 1.73, 250: 0.28, 75: 0.42, 125: 0.34, 350: 0.24, 175: 0.32}",0.0077
3122,0.084,Rattachés et meulés,345.083,442.3472,0.165,0.0658,EN 10270-3-1.4310,AW,3479.0,0.028908999999999997,0.006,5.5,vd-364r-57,"{1: 15.2, 75: 5.57, 3: 9.31, 37: 5.68, 17: 6.52, 250: 4.99, 7: 7.81, 125: 5.46, 350: 4.9, 175: 5.31}",0.099
3123,0.043,Rattachés et meulés,1585.707,226.0203,0.062299999999999994,0.04426,EN 10270-1,AH,87899.0,0.0158,0.007,3.5,d-389k,"{1: 11.7, 75: 2.07, 3: 5.94, 37: 2.16, 17: 2.61, 250: 1.92, 7: 4.12, 125: 2.01, 350: 1.86, 175: 1.98}",0.01021
3124,0.0091,Rattachés et meulés,30.48,1.0782,0.0291,0.010199999999999999,EN 10270-1,C,1613.0,0.005127,0.0009,5.5,d-143b,"{1: 2.63, 450: 0.08, 37: 0.43, 17: 0.7, 7: 1.57, 250: 0.13, 75: 0.25, 125: 0.19, 350: 0.1, 175: 0.14}",0.006889999999999999
3125,0.04,Rattachés et meulés,3611.838,1365.269,0.239,0.20383,EN 10270-1,AT,102697.0,0.014773999999999999,0.01,15.5,d-447,"{1: 14.4, 75: 4.82, 3: 8.75, 37: 4.93, 17: 5.59, 250: 4.43, 7: 7.22, 125: 4.78, 350: 4.14, 175: 4.59}",0.024239999999999998
3126,0.015,Rattachés et meulés,49.302,4.9369,0.035,0.01434,EN 10270-3-1.4310,K,2386.0,0.006091,0.0015,5.5,vd-207j-02,"{1: 2.88, 450: 0.31, 37: 0.82, 17: 1.09, 7: 2.18, 250: 0.36, 75: 0.67, 125: 0.44, 350: 0.33, 175: 0.39}",0.01119
3127,0.063,Rattachés et meulés,2029.629,1612.1097,0.435,0.21,EN 10270-1,AY,9021.0,0.023081,0.008,18.5,d-404,"{1: 15.9, 75: 6.32, 3: 10.3, 37: 6.47, 17: 7.76, 250: 5.83, 7: 8.87, 125: 6.25, 350: 5.61, 175: 6.07}",0.08612
3128,0.0645,Rattachés et meulés,575.062,399.5716,0.22,0.0793,EN 10270-1,AP,4086.9999999999995,0.025235,0.0055,8.5,d-364e-14,"{1: 13.3, 75: 3.7, 3: 7.58, 37: 3.8, 17: 4.44, 250: 3.47, 7: 5.9, 125: 3.65, 350: 3.37, 175: 3.57}",0.0838
3129,0.0125,Rattachés et meulés,313.108,31.2366,0.098,0.0649,EN 10270-3-1.4310,L,9459.0,0.005162,0.0025,18.5,vd-288,"{1: 2.96, 450: 0.36, 37: 0.93, 17: 1.23, 7: 2.31, 250: 0.43, 75: 0.82, 125: 0.51, 350: 0.4, 175: 0.48}",0.00855
3130,0.004,Rattachés et meulés,17.995,0.3251,0.014,0.0079,EN 10270-1,B,2950.0,0.001573,0.00063,8.5,d-108,"{1: 2.58, 450: 0.06, 37: 0.38, 17: 0.66, 7: 1.54, 250: 0.08, 75: 0.18, 125: 0.14, 350: 0.06, 175: 0.11}",0.00237
3131,0.00925,Rattachés et meulés,11.39,0.8118,0.025,0.00822,EN 10270-1,D,679.0,0.004042,0.00075,6.0,d-117h-20,"{1: 2.65, 450: 0.11, 37: 0.47, 17: 0.74, 7: 1.6, 250: 0.16, 75: 0.31, 125: 0.24, 350: 0.12, 175: 0.19}",0.00999
3132,0.0091,Rattachés et meulés,30.251,1.6533,0.048,0.0156,EN 10270-1,C,934.0,0.004958000000000001,0.0009,9.5,d-143c,"{1: 2.63, 450: 0.08, 37: 0.43, 17: 0.7, 7: 1.57, 250: 0.13, 75: 0.25, 125: 0.19, 350: 0.1, 175: 0.14}",0.011980000000000001
3133,0.008,Rattachés et meulés,21.074,0.5492,0.0145,0.00545,EN 10270-1,C,2329.0,0.003914,0.0008,3.5,d-123,"{1: 2.63, 450: 0.08, 37: 0.43, 17: 0.7, 7: 1.57, 250: 0.13, 75: 0.25, 125: 0.19, 350: 0.1, 175: 0.14}",0.0043
3134,0.032,Rattachés et meulés,217.28,156.58,0.28,0.10540000000000001,EN 10270-3-1.4310,T,1244.0,0.012302,0.0032,22.5,vd-298a,"{1: 3.52, 75: 1.6, 17: 2.05, 37: 1.66, 7: 3.1}",0.07695
3135,0.016,Rattachés et meulés,77.0,3.5949,0.0225,0.00875,EN 10270-3-1.4310,J,5600.0,0.00836,0.0016,2.5,vd-212h,"{1: 2.82, 450: 0.28, 37: 0.77, 17: 1.03, 7: 2.1, 250: 0.32, 75: 0.62, 125: 0.43, 350: 0.31, 175: 0.37}",0.0040999999999999995
3136,0.05,Rattachés et meulés,419.743,255.9879,0.15,0.06845,EN 10270-3-1.4310,AG,5147.0,0.017059,0.005,8.5,vd-346a,"{1: 11.4, 75: 1.93, 3: 5.61, 37: 2.03, 17: 2.4, 250: 1.79, 7: 3.82, 125: 1.86, 350: 1.73, 175: 1.83}",0.044219999999999995
3137,0.0325,Rattachés et meulés,1080.815,220.5092,0.113,0.07518999999999999,EN 10270-1,AG,28585.0,0.011316000000000001,0.0055,9.5,d-364m,"{1: 11.4, 75: 1.93, 3: 5.61, 37: 2.03, 17: 2.4, 250: 1.79, 7: 3.82, 125: 1.86, 350: 1.73, 175: 1.83}",0.02059
3138,0.0175,Rattachés et meulés,15.821,3.5838,0.1,0.01763,EN 10270-3-1.4310,H,192.0,0.011647000000000001,0.001,8.5,vd-145d-03,"{1: 2.79, 450: 0.23, 37: 0.67, 17: 1.0, 7: 1.93, 250: 0.31, 75: 0.5, 125: 0.4, 350: 0.27, 175: 0.36}",0.03805
3139,0.0086,Rattachés et meulés,84.364,2.4657,0.0211,0.012320000000000001,EN 10270-3-1.4310,J,9609.0,0.0035819999999999997,0.0014,5.5,vd-207b,"{1: 2.82, 450: 0.28, 37: 0.77, 17: 1.03, 7: 2.1, 250: 0.32, 75: 0.62, 125: 0.43, 350: 0.31, 175: 0.37}",0.00326
3140,0.0125,Rattachés et meulés,21.472,2.5599,0.0555,0.01476,EN 10270-3-1.4310,G,527.0,0.006412,0.001,8.5,vd-148,"{1: 2.74, 450: 0.21, 37: 0.6, 17: 0.93, 7: 1.86, 250: 0.28, 75: 0.46, 125: 0.36, 350: 0.24, 175: 0.32}",0.01908
3141,0.0064,Rattachés et meulés,4.373,0.9212,0.0355,0.016800000000000002,EN 10270-3-1.4310,G,234.0,0.0018859999999999999,0.0006,18.5,vd-090u-24,"{1: 2.74, 450: 0.21, 37: 0.6, 17: 0.93, 7: 1.86, 250: 0.28, 75: 0.46, 125: 0.36, 350: 0.24, 175: 0.32}",0.018699999999999998
3142,0.032,Rattachés et meulés,321.772,104.8527,0.092,0.05199,EN 10270-3-1.4310,AE,8042.0,0.010353,0.004,8.5,vd-326a,"{1: 11.1, 75: 1.8, 3: 5.46, 37: 1.86, 17: 2.25, 250: 1.65, 7: 3.49, 125: 1.74, 350: 1.6, 175: 1.7}",0.02284
3143,0.0075,Rattachés et meulés,20.627,0.7021,0.019,0.00753,EN 10270-1,C,1798.0,0.0033090000000000003,0.0008,5.5,d-127c,"{1: 2.63, 450: 0.08, 37: 0.43, 17: 0.7, 7: 1.57, 250: 0.13, 75: 0.25, 125: 0.19, 350: 0.1, 175: 0.14}",0.00621
3144,0.016,Rattachés et meulés,142.348,13.1066,0.068,0.032600000000000004,EN 10270-3-1.4310,K,4021.0,0.007764999999999999,0.002,8.5,vd-250,"{1: 2.88, 450: 0.31, 37: 0.82, 17: 1.09, 7: 2.18, 250: 0.36, 75: 0.67, 125: 0.44, 350: 0.33, 175: 0.39}",0.009089999999999999
3145,0.00175,Rattachés,2.739,0.0224,0.0072,0.0035499999999999998,EN 10270-3-1.4310,D,750.0,0.0007740000000000001,0.00025,8.5,vd-026d,"{1: 2.65, 450: 0.11, 37: 0.47, 17: 0.74, 7: 1.6, 250: 0.16, 75: 0.31, 125: 0.24, 350: 0.12, 175: 0.19}",0.00099
3146,0.008,Rattachés et meulés,8.751,0.6503,0.037,0.00937,EN 10270-3-1.4310,F,317.0,0.004279,0.00063,8.5,vd-093,"{1: 2.7, 450: 0.19, 37: 0.55, 17: 0.89, 7: 1.73, 250: 0.28, 75: 0.42, 125: 0.34, 350: 0.24, 175: 0.32}",0.011519999999999999
3147,0.025,Rattachés et meulés,101.269,47.7844,0.29,0.07158,EN 10270-1,L,464.0,0.0128,0.002,22.5,d-239a,"{1: 2.96, 450: 0.36, 37: 0.93, 17: 1.23, 7: 2.31, 250: 0.43, 75: 0.82, 125: 0.51, 350: 0.4, 175: 0.48}",0.09949
3148,0.0032,Rattachés,1.659,0.0566,0.022699999999999998,0.00562,EN 10270-1,A,97.0,0.001766,0.00025,12.5,d-015,"{1: 2.52, 450: 0.05, 37: 0.33, 17: 0.62, 7: 1.5, 250: 0.08, 75: 0.17, 125: 0.13, 350: 0.06, 175: 0.1}",0.005889999999999999
3149,0.01,Rattachés et meulés,2.384,0.5266,0.017,0.00707,EN 10270-1,C,240.0,0.0029820000000000003,0.0006,5.5,d-090u-11,"{1: 2.63, 450: 0.08, 37: 0.43, 17: 0.7, 7: 1.57, 250: 0.13, 75: 0.25, 125: 0.19, 350: 0.1, 175: 0.14}",0.00993
3150,0.0063,Rattachés et meulés,86.941,2.0159,0.025,0.01635,EN 10270-3-1.4310,H,10051.0,0.002794,0.00125,8.5,vd-203,"{1: 2.79, 450: 0.23, 37: 0.67, 17: 1.0, 7: 1.93, 250: 0.31, 75: 0.5, 125: 0.4, 350: 0.27, 175: 0.36}",0.00229
3151,0.00225,Rattachés et meulés,20.589,0.1527,0.009699999999999999,0.00731,EN 10270-1,B,8615.0,0.000963,0.00055,9.5,d-090t,"{1: 2.58, 450: 0.06, 37: 0.38, 17: 0.66, 7: 1.54, 250: 0.08, 75: 0.18, 125: 0.14, 350: 0.06, 175: 0.11}",0.00079
3152,0.0103,Rattachés et meulés,150.518,18.4818,0.076,0.054810000000000005,EN 10270-1,J,7103.0,0.0035240000000000002,0.002,21.0,d-257e-08,"{1: 2.82, 450: 0.28, 37: 0.77, 17: 1.03, 7: 2.1, 250: 0.32, 75: 0.62, 125: 0.43, 350: 0.31, 175: 0.37}",0.01696
3153,0.063,Rattachés et meulés,2029.268,1140.2727,0.3,0.148,EN 10270-1,AT,13350.0,0.02336,0.008,12.5,d-403,"{1: 14.4, 75: 4.82, 3: 8.75, 37: 4.93, 17: 5.59, 250: 4.43, 7: 7.22, 125: 4.78, 350: 4.14, 175: 4.59}",0.05821
3154,0.0072,Rattachés et meulés,43.518,5.4374,0.076,0.04333,EN 10270-1,D,1332.0,0.002497,0.0011,30.0,d-180-07,"{1: 2.65, 450: 0.11, 37: 0.47, 17: 0.74, 7: 1.6, 250: 0.16, 75: 0.31, 125: 0.24, 350: 0.12, 175: 0.19}",0.023260000000000003
3155,0.0136,Rattachés et meulés,71.978,5.9788,0.0653,0.02135,EN 10270-1,F,1638.0,0.006726,0.0014,9.5,d-206g,"{1: 2.7, 450: 0.19, 37: 0.55, 17: 0.89, 7: 1.73, 250: 0.28, 75: 0.42, 125: 0.34, 350: 0.24, 175: 0.32}",0.0155
3156,0.0136,Rattachés et meulés,55.964,7.5385,0.079,0.02665,EN 10270-3-1.4310,J,1069.0,0.006208,0.0014,12.5,vd-206g-01,"{1: 2.82, 450: 0.28, 37: 0.77, 17: 1.03, 7: 2.1, 250: 0.32, 75: 0.62, 125: 0.43, 350: 0.31, 175: 0.37}",0.02093
3157,0.025,Rattachés et meulés,291.541,32.9127,0.063,0.027649999999999997,EN 10270-3-1.4310,P,8247.0,0.010909,0.003,5.5,vd-288z-32,"{1: 3.26, 37: 1.23, 17: 1.58, 7: 2.79, 75: 1.09, 125: 0.85, 175: 0.78}",0.00835
3158,0.0125,Rattachés et meulés,110.364,3.4327,0.024,0.0127,EN 10270-1,F,9767.0,0.0064,0.0016,3.5,d-218,"{1: 2.7, 450: 0.19, 37: 0.55, 17: 0.89, 7: 1.73, 250: 0.28, 75: 0.42, 125: 0.34, 350: 0.24, 175: 0.32}",0.00412
3159,0.008,Rattachés et meulés,72.598,3.5351,0.0475,0.02575,EN 10270-3-1.4310,H,3338.0,0.0037,0.00125,12.5,vd-199,"{1: 2.79, 450: 0.23, 37: 0.67, 17: 1.0, 7: 1.93, 250: 0.31, 75: 0.5, 125: 0.4, 350: 0.27, 175: 0.36}",0.005690000000000001
3160,0.0012,Rattachés,1.068,0.0045,0.0032,0.0016799999999999999,EN 10270-1,C,702.0,0.000509,0.00016,5.5,d-2062,"{1: 2.63, 450: 0.08, 37: 0.43, 17: 0.7, 7: 1.57, 250: 0.13, 75: 0.25, 125: 0.19, 350: 0.1, 175: 0.14}",0.00054
3161,0.006,Rattachés et meulés,28.904,0.9479,0.0195,0.0108,EN 10270-3-1.4310,H,3322.0,0.0023250000000000002,0.0009,8.0,vd-144,"{1: 2.79, 450: 0.23, 37: 0.67, 17: 1.0, 7: 1.93, 250: 0.31, 75: 0.5, 125: 0.4, 350: 0.27, 175: 0.36}",0.00453
3162,0.009869999999999999,Rattachés et meulés,10.085,0.8787,0.0724,0.015,EN 10270-1,D,176.0,0.007555,0.00063,9.5,d-090z,"{1: 2.65, 450: 0.11, 37: 0.47, 17: 0.74, 7: 1.6, 250: 0.16, 75: 0.31, 125: 0.24, 350: 0.12, 175: 0.19}",0.01472
3163,0.025,Rattachés et meulés,397.334,52.4263,0.0945,0.0451,EN 10270-1,M,8042.999999999999,0.010740999999999999,0.0032,8.5,d-301,"{1: 3.02, 450: 0.43, 37: 1.0, 17: 1.28, 7: 2.52, 250: 0.5, 75: 0.86, 125: 0.57, 350: 0.46, 175: 0.54}",0.018510000000000002
3164,0.00545,Rattachés et meulés,11.457,0.3698,0.0292,0.0103,EN 10270-1,B,606.0,0.003016,0.00055,9.5,d-090l,"{1: 2.58, 450: 0.06, 37: 0.38, 17: 0.66, 7: 1.54, 250: 0.08, 75: 0.18, 125: 0.14, 350: 0.06, 175: 0.11}",0.004940000000000001
3165,0.025,Rattachés et meulés,243.747,57.4193,0.07940000000000001,0.04553,EN 10270-1,M,7197.0,0.008021,0.0032,9.5,d-300a,"{1: 3.02, 450: 0.43, 37: 1.0, 17: 1.28, 7: 2.52, 250: 0.5, 75: 0.86, 125: 0.57, 350: 0.46, 175: 0.54}",0.02854
3166,0.00577,Rattachés et meulés,11.002,0.2903,0.012,0.0050999999999999995,EN 10270-3-1.4310,G,1595.0,0.002527,0.00063,4.5,vd-100a-06,"{1: 2.74, 450: 0.21, 37: 0.6, 17: 0.93, 7: 1.86, 250: 0.28, 75: 0.46, 125: 0.36, 350: 0.24, 175: 0.32}",0.0032
3167,0.091,Rattachés et meulés,1833.467,1078.2212,0.2,0.08631,EN 10270-1,AN,16126.999999999998,0.034726999999999994,0.009,5.5,d-414f,"{1: 12.9, 75: 3.27, 3: 7.15, 37: 3.36, 17: 3.92, 250: 3.04, 7: 5.39, 125: 3.21, 350: 2.96, 175: 3.13}",0.0522
3168,0.032,Rattachés et meulés,444.076,244.6562,0.25,0.12445999999999999,EN 10270-1,AD,3537.0,0.010933,0.004,22.5,d-329a,"{1: 10.9, 75: 1.66, 3: 5.28, 37: 1.75, 17: 2.1, 250: 1.51, 7: 3.31, 125: 1.59, 350: 1.48, 175: 1.56}",0.07673
3169,0.0101,Rattachés et meulés,257.208,8.5808,0.032,0.022949999999999998,EN 10270-3-1.4310,J,28421.0,0.0042569999999999995,0.0022,7.0,vd-263q-03,"{1: 2.82, 450: 0.28, 37: 0.77, 17: 1.03, 7: 2.1, 250: 0.32, 75: 0.62, 125: 0.43, 350: 0.31, 175: 0.37}",0.00267
3170,0.01,Rattachés et meulés,32.887,4.3884,0.114,0.036950000000000004,EN 10270-3-1.4310,K,427.0,0.0055119999999999995,0.001,20.5,vd-155a-10,"{1: 2.88, 450: 0.31, 37: 0.82, 17: 1.09, 7: 2.18, 250: 0.36, 75: 0.67, 125: 0.44, 350: 0.33, 175: 0.39}",0.01812
3171,0.0109,Rattachés et meulés,39.004,1.4148,0.023,0.0092,EN 10270-3-1.4310,G,2826.0,0.0062569999999999995,0.0011,3.5,vd-179k,"{1: 2.74, 450: 0.21, 37: 0.6, 17: 0.93, 7: 1.86, 250: 0.28, 75: 0.46, 125: 0.36, 350: 0.24, 175: 0.32}",0.0037099999999999998
3172,0.03,Rattachés et meulés,208.803,76.3575,0.157,0.05757,EN 10270-3-1.4310,Q,2100.0,0.012320000000000001,0.003,12.5,vd-288z-23,"{1: 3.31, 37: 1.39, 17: 1.75, 7: 2.84, 75: 1.29, 125: 0.98, 175: 0.92}",0.038829999999999996
3173,0.0103,Rattachés et meulés,195.907,7.6338,0.032,0.02215,EN 10270-1,H,19889.0,0.004,0.002,7.5,d-257e-03,"{1: 2.79, 450: 0.23, 37: 0.67, 17: 1.0, 7: 1.93, 250: 0.31, 75: 0.5, 125: 0.4, 350: 0.27, 175: 0.36}",0.00517
3174,0.04,Rattachés et meulés,433.206,170.3037,0.047,0.03996,EN 10270-3-1.4310,AE,61535.0,0.011628999999999999,0.0063,3.5,vd-379b,"{1: 11.1, 75: 1.8, 3: 5.46, 37: 1.86, 17: 2.25, 250: 1.65, 7: 3.49, 125: 1.74, 350: 1.6, 175: 1.7}",0.00704
3175,0.02,Rattachés et meulés,110.478,6.6313,0.0225,0.0103,EN 10270-1,G,9056.0,0.009111000000000001,0.002,2.25,d-239a-30,"{1: 2.74, 450: 0.21, 37: 0.6, 17: 0.93, 7: 1.86, 250: 0.28, 75: 0.46, 125: 0.36, 350: 0.24, 175: 0.32}",0.0067
3176,0.08,Rattachés et meulés,1641.643,549.2282,0.125,0.0545,EN 10270-1,AM,23286.0,0.033429,0.008,3.5,d-395,"{1: 12.6, 75: 3.06, 3: 6.96, 37: 3.13, 17: 3.68, 250: 2.83, 7: 5.15, 125: 2.99, 350: 2.77, 175: 2.93}",0.027440000000000003
3177,0.013,Rattachés et meulés,83.349,5.9901,0.05,0.01982,EN 10270-1,F,2762.0,0.005706,0.0015,8.5,d-207j-09,"{1: 2.7, 450: 0.19, 37: 0.55, 17: 0.89, 7: 1.73, 250: 0.28, 75: 0.42, 125: 0.34, 350: 0.24, 175: 0.32}",0.01269
3178,0.04,Rattachés et meulés,618.333,325.1252,0.1,0.07904000000000001,EN 10270-1,AE,29501.0,0.011023999999999999,0.0063,8.5,d-381a,"{1: 11.1, 75: 1.8, 3: 5.46, 37: 1.86, 17: 2.25, 250: 1.65, 7: 3.49, 125: 1.74, 350: 1.6, 175: 1.7}",0.02096
3179,0.0129,Rattachés et meulés,33.582,2.2833,0.0423,0.011349999999999999,EN 10270-3-1.4310,H,1085.0,0.007490999999999999,0.0011,5.5,vd-179j-02,"{1: 2.79, 450: 0.23, 37: 0.67, 17: 1.0, 7: 1.93, 250: 0.31, 75: 0.5, 125: 0.4, 350: 0.27, 175: 0.36}",0.009300000000000001
3180,0.0205,Rattachés et meulés,32.163,9.446,0.0762,0.023030000000000002,EN 10270-3-1.4310,K,605.0,0.008788,0.0015,8.5,vd-207js,"{1: 2.88, 450: 0.31, 37: 0.82, 17: 1.09, 7: 2.18, 250: 0.36, 75: 0.67, 125: 0.44, 350: 0.33, 175: 0.39}",0.03243
3181,0.019,Rattachés et meulés,102.231,18.5287,0.085,0.032409999999999994,EN 10270-3-1.4310,K,1944.0,0.007905,0.002,10.5,vd-246,"{1: 2.88, 450: 0.31, 37: 0.82, 17: 1.09, 7: 2.18, 250: 0.36, 75: 0.67, 125: 0.44, 350: 0.33, 175: 0.39}",0.0241
3182,0.04,Rattachés et meulés,772.219,575.7535,0.22,0.15075,EN 10270-1,AL,11151.0,0.011568,0.006,18.5,d-364r-84,"{1: 12.3, 75: 2.82, 3: 6.56, 37: 2.9, 17: 3.38, 250: 2.65, 7: 4.84, 125: 2.77, 350: 2.57, 175: 2.71}",0.069
3183,0.032600000000000004,Rattachés et meulés,4.558,18.0702,0.103,0.044270000000000004,EN 10270-3-1.4310,K,78.0,0.008128,0.0014,12.5,vd-206a-21,"{1: 2.88, 450: 0.31, 37: 0.82, 17: 1.09, 7: 2.18, 250: 0.36, 75: 0.67, 125: 0.44, 350: 0.33, 175: 0.39}",0.05873
